2021-12-30 11:47:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2021-12-30 11:47:10 0 [Note] InnoDB: Uses event mutexes
2021-12-30 11:47:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2021-12-30 11:47:10 0 [Note] InnoDB: Number of pools: 1
2021-12-30 11:47:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 392641
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 392597
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 395644
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=241] with future log sequence number 395564
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 394532
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=417] with future log sequence number 395564
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 394114
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 395664
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=369] with future log sequence number 394114
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=239] with future log sequence number 393719
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=3] with future log sequence number 395584
2021-12-30 11:47:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=379] with future log sequence number 393719
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 387140 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 383450 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 304442 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 304442 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 304481 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 304481 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 304520 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 304520 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 304598 is in the future! Current system log sequence number 300306.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2021-12-30 11:47:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 304598 is in the future! Current system log sequence number 300306.
